Gamma,Porosity,Fluvialfacies
93.299545,0.114796,0
92.709435,0.116044,0
90.724113,0.113131,0
98.722023,0.104418,0
108.70408,0.10419,0
99.191124,0.115288,0
85.803581,0.12112,0
87.156113,0.118389,0
91.438202,0.114246,0
95.705338,0.110112,0
99.969498,0.109546,0
96.873009,0.113256,0
92.313606,0.11892,0
85.184265,0.139487,0
77.544167,0.145753,0
77.753365,0.131385,0
79.522598,0.125218,0
76.666985,0.128514,0
72.892181,0.137007,0
73.85524,0.142119,0
75.759933,0.133651,0
87.390724,0.114857,0
100.95456,0.108652,0
97.733955,0.113389,0
91.17749,0.11465,0
95.134109,0.109802,0
101.18017,0.109775,0
95.191101,0.116738,0
86.810081,0.120612,0
87.1968,0.119393,0
89.326096,0.121753,0
82.327194,0.127059,0
73.514084,0.142176,0
72.196671,0.152524,0
72.369003,0.140201,0
78.74231,0.125989,0
86.348045,0.121251,0
86.341331,0.121991,0
84.821671,0.119394,0
91.7005,0.111918,0
100.24852,0.107752,0
100.29744,0.108523,0
98.657188,0.108655,0
100.02569,0.107038,0
101.99219,0.110487,0
92.908989,0.120354,0
81.629692,0.122983,0
87.484032,0.115659,0
96.743645,0.113947,0
91.01767,0.120939,0
82.313362,0.127014,0
78.482651,0.13454,0
75.62056,0.135271,0
78.731544,0.127397,0
83.029671,0.125324,0
81.25293,0.127631,0
78.268822,0.125648,0
85.348106,0.117817,0
94.427467,0.11602,0
89.05571,0.122618,0
80.811813,0.124424,0
85.326805,0.118819,0
92.377602,0.116848,0
89.395912,0.120704,0
84.420296,0.122747,0
85.179932,0.121459,0
87.07943,0.120858,0
86.419632,0.121744,0
85.25119,0.12112,0
87.707687,0.118389,0
90.884636,0.119132,0
86.177032,0.124453,0
79.902405,0.12621,0
82.553238,0.122781,0
86.977989,0.12094,0
86.353096,0.122031,0
84.724609,0.121975,0
86.469513,0.119959,0
88.884872,0.119025,0
88.397186,0.119777,0
87.33252,0.122252,0
83.291641,0.126455,0
78.659241,0.1356,0
76.103004,0.124849,0
73.959412,0.112796,0
83.485252,0.115468,0
95.330368,0.116938,0
86.256973,0.12082,0
73.026077,0.125855,0
75.118721,0.129481,0
80.256874,0.122556,0
90.154221,0.112304,0
100.99743,0.109469,0
96.004471,0.115834,0
87.864105,0.119004,0
89.462364,0.116517,0
92.996155,0.116259,0
89.994225,0.119798,0
85.693336,0.119362,0
78.52066,0.132657,0
70.777222,0.14526,0
74.358925,0.135258,0
80.191467,0.126512,0
82.931808,0.123528,0
85.057587,0.118886,0
92.511887,0.111148,0
101.02521,0.111336,0
92.122078,0.121642,0
79.757469,0.127339,0
80.365852,0.1255,0
83.552582,0.125349,0
80.678833,0.130953,0
76.600578,0.128877,0
85.87925,0.116363,0
97.812576,0.111039,0
95.950134,0.114172,0
91.345818,0.115542,0
93.122681,0.113206,0
